"C?digo Grupo de Productos","Grupo de Productos","C?digo Producto","Producto","Coeficiente","C?digo HS","C?digo HS07","C?digo HS12","C?digo CPC"
"QP","Ganader?a procesada","1745","Queso (Todos tipos)","1","","","","F1745"
"QP","Ganader?a procesada","955","Queso de leche de b?fala","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22252"
"QP","Ganader?a procesada","1021","Queso de leche de cabra","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22254"
"QP","Ganader?a procesada","984","Queso de leche de oveja","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22253"
"QP","Ganader?a procesada","904","Queso de leche desnatada de vaca","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22251.02"
"QP","Ganader?a procesada","901","Queso de leche entera de vaca","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22251.01"
"QP","Ganader?a procesada","1225","Sebo","1","","150200","150210","21523"
"QP","Ganader?a procesada","1186","Seda cruda","1","","500200","500200","26110"
"QP","Ganader?a procesada","890","Suero, condensado","1","","040410","040410","22130.03"
"QP","Ganader?a procesada","900","Suero, en polvo","1","","040410","040410","22130.02"
"QP","Ganader?a procesada","891","Yogur","1","","040310","040310","22230.01"
"1735","Hortaliz Prim Exc Melon","406","Ajo","1","","070320","070320","01252"
"1735","Hortaliz Prim Exc Melon","366","Alcachofas","1","","070990","070991","01216"
"1735","Hortaliz Prim Exc Melon","399","Berenjenas","1","","070930","070930","01233"
"1735","Hortaliz Prim Exc Melon","394","Calabazas, zapayo, calabaza confitera","1","","070990","070993","01235"
"1735","Hortaliz Prim Exc Melon","402","Cebollas, chalotes, verdes","1","","070310","070310","01253.01"
"1735","Hortaliz Prim Exc Melon","403","Cebollas, secas","1","","070310","070310","01253.02"
"1735","Hortaliz Prim Exc Melon","401","Chiles, pimientos picantes, pimientos (verdes)","1","","070960","070960","01231"
"1735","Hortaliz Prim Exc Melon","358","Coles y otras cruc?feras","1","","070420, 070490","070420, 070490","01212"
"1735","Hortaliz Prim Exc Melon","393","Coliflor y br?col","1","","070410","070410","01213"
"1735","Hortaliz Prim Exc Melon","367","Esparragos","1","","070920","070920","01211"
"1735","Hortaliz Prim Exc Melon","373","Espinacas","1","","070970","070970","01215"
"1735","Hortaliz Prim Exc Melon","430","Gombo","1","","070990","070999","01239.01"
"1735","Hortaliz Prim Exc Melon","417","Guisantes, verdes","1","","070810","070810","01242"
"1735","Hortaliz Prim Exc Melon","449","Hongos y trufas","1","","070951, 070959","070951, 070959","01270"
"1735","Hortaliz Prim Exc Melon","420","Hortalizas leguminosas nep","1","","070890","070890","01243"
"1735","Hortaliz Prim Exc Melon","463","Hortalizas, frescas nep","1","","070690, 070940, 070990","070690, 070940, 070999","01290.90"
"1735","Hortaliz Prim Exc Melon","423","Jud?as verdes con hilo","1","","070820","070820","01241.01"
"1735","Hortaliz Prim Exc Melon","414","Judias, verdes","1","","070820","070820","01241.90"
"1735","Hortaliz Prim Exc Melon","372","Lechuga y achicoria","1","","070511, 070519, 070521, 070529","070511, 070519, 070521, 070529","01214"
"1735","Hortaliz Prim Exc Melon","446","Ma?z verde","1","","070990","070999","01290.01"
"1735","Hortaliz Prim Exc Melon","397","Pepinos, pepinillos","1","","070700","070700","01232"
"1735","Hortaliz Prim Exc Melon","407","Puerros y otras ali?ceas","1","","070390","070390","01254"
"1735","Hortaliz Prim Exc Melon","388","Tomates, frescos","1","","070200","070200","01234"
"1735","Hortaliz Prim Exc Melon","378","Yuca, hojas","1","","070990","070999","01219.01"
"1735","Hortaliz Prim Exc Melon","426","Zanahorias y nabos","1","","070610","070610","01251"
"1783","Huevos Naturales","1062","Huevos de gallina","1","","040700","040711, 040721, 040790","0231"
"1783","Huevos Naturales","1091","Huevos, otras aves","1","","040700","040719, 040729, 040790","0232"
"1809","Leche Desnat&Suero,Secas","898","Leche, desnatada de vaca en polvo","1","","040210","040210","22212"
"1809","Leche Desnat&Suero,Secas","899","Leche, suero de mantequilla en polvo","1","","040390","040390","22230.04"
"1816","Leche Evapor&Condensada","896","Leche, desnatada condensada","1","","040299","040299","22222.02"
"1816","Leche Evapor&Condensada","895","Leche, desnatada evaporada","1","","040291","040291","22221.02"
"1816","Leche Evapor&Condensada","889","Leche, entera condensada","1","","040299","040299","22222.01"
"1816","Leche Evapor&Condensada","894","Leche, entera evaporada","1","","040291","040291","22221.01"
"1816","Leche Evapor&Condensada","890","Suero, condensado","1","","040410","040410","22130.03"
"1780","Leche, total","951","Leche, entera fresca, b?fala","1","","040120, 040130","040120, 040140, 040150","02212"
"1780","Leche, total","1020","Leche, entera fresca, cabra","1","","040120, 040130","040120, 040140, 040150","02292"
"1780","Leche, total","1130","Leche, entera fresca, camella","1","","040120, 040130","040120, 040140, 040150","02293"
"1780","Leche, total","982","Leche, entera fresca, oveja","1","","040120, 040130","040120, 040140, 040150","02291"
"1780","Leche, total","882","Leche, entera fresca, vaca","1","","040120, 040130","040120, 040140, 040150","02211"
"1726","Legumbres Secas, total","210","Altramuz","1","","121490","121490","01709.02"
"1726","Legumbres Secas, total","203","Bambara","1","","071339","071334","01708"
"1726","Legumbres Secas, total","195","Caupis, secos","1","","071339","071335","01706"
"1726","Legumbres Secas, total","176","Frijoles, secos","1","","071331, 071332, 071333, 071339","071331, 071332, 071333, 071339","01701"
"1726","Legumbres Secas, total","191","Garbanzos","1","","071320","071320","01703"
"1726","Legumbres Secas, total","197","Guandu","1","","071390","071360","01707"
"1726","Legumbres Secas, total","187","Guisantes, secos","1","","071310","071310","01705"
"1726","Legumbres Secas, total","181","Haba comun y haba caballar secas","1","","071350","071350","01702"
"1726","Legumbres Secas, total","211","Legumbres nep","1","","071390","071390","01709.90"
"1726","Legumbres Secas, total","201","Lentejas","1","","071340","071340","01704"
"1726","Legumbres Secas, total","205","Veza","1","","121490","121490","01709.01"
"1811","Mantequilla y Ghee","953","Ghee, leche de b?fala","1","","040590","040590","22242.02"
"1811","Mantequilla y Ghee","887","Ghee, leche de vaca","1","","040590","040590","22241.02"
"1811","Mantequilla y Ghee","952","Mantequilla de leche de b?fala","1","","040510, 040520","040510, 040520","22242.01"
"1811","Mantequilla y Ghee","1022","Mantequilla de leche de cabra","1","","040510, 040520, 040590","040510, 040520, 040590","22249.02"
"1811","Mantequilla y Ghee","886","Mantequilla de leche de vaca","1","","040510, 040520","040510, 040520","22241.01"
"1811","Mantequilla y Ghee","983","Mantequilla y ghee de leche de oveja","1","","040510, 040520, 040590","040510, 040520, 040590","22249.01"
"1729","Nueces (Toda Clase), tot","221","Almendras con c?scara","1","","080211","080211","01371"
"1729","Nueces (Toda Clase), tot","217","Anacardos, con c?scara","1","","080131","080131","01372"
"1729","Nueces (Toda Clase), tot","225","Avellanas, con c?scara","1","","080221","080221","01374"
"1729","Nueces (Toda Clase), tot","220","Casta?as","1","","080240","080241, 080242","01373"
"1729","Nueces (Toda Clase), tot","222","Nueces con c?scara","1","","080231","080231","01376"
"1729","Nueces (Toda Clase), tot","216","Nueces del brasil con c?scara","1","","080121","080121","01377"
"1729","Nueces (Toda Clase), tot","234","Nueces nep","1","","080260, 080290","080261, 080262, 080290","01379.90"
"1729","Nueces (Toda Clase), tot","223","Pistachos","1","","080250","080251, 080252","01375"
"1749","Ovejas y cabras","1016","Caprinos","1","","010420","010420","02123"
"1749","Ovejas y cabras","976","Ovinos","1","","010410","010410","02122"
"1745","Queso (Todos tipos)","955","Queso de leche de b?fala","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22252"
"1745","Queso (Todos tipos)","1021","Queso de leche de cabra","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22254"
"1745","Queso (Todos tipos)","984","Queso de leche de oveja","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22253"
"1745","Queso (Todos tipos)","904","Queso de leche desnatada de vaca","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22251.02"
"1745","Queso (Todos tipos)","901","Queso de leche entera de vaca","1","","040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690","22251.01"
"1720","Ra?ces&Tub?rculos, total","122","Batatas, boniatos","1","","071420","071420","01530"
"1720","Ra?ces&Tub?rculos, total","137","?ames","1","","071490","071430","01540"
"1720","Ra?ces&Tub?rculos, total","116","Papas, patatas","1","","070110, 070190","070110, 070190","01510"
"1720","Ra?ces&Tub?rculos, total","149","Raices y tuberculos nep","1","","071490","071490","01599.10"
"1720","Ra?ces&Tub?rculos, total","136","Taro (cocoyam)","1","","071490","071440","01550"
"1720","Ra?ces&Tub?rculos, total","135","Yautia (cocoyam)","1","","071490","071450","01591"
"1720","Ra?ces&Tub?rculos, total","125","Yuca","1","","071410","071410","01520.01"
"1746","Vacas y b?falos","946","B?falos","1","","010210, 010290","010231, 010239","02112"
"1746","Vacas y b?falos","866","Ganado vacuno","1","","010210, 010290","010221, 010229","02111"
