Año;Elemento;Código Grupo de Productos;Grupo de Productos;Código Producto;Producto;Valor;Unidad
2007;Producción;1714;Cultivos Primarios;572;Aguacates;82116.0;toneladas
2007;Producción;1738;Frutas Primaria;572;Aguacates;82116.0;toneladas
2008;Producción;1714;Cultivos Primarios;572;Aguacates;73585.0;toneladas
2008;Producción;1714;Cultivos Primarios;572;Aguacates;73585.0;toneladas
2008;Producción;1738;Frutas Primaria;572;Aguacates;73585.0;toneladas
2009;Producción;1714;Cultivos Primarios;572;Aguacates;71931.0;toneladas
2009;Producción;1714;Cultivos Primarios;572;Aguacates;71931.0;toneladas
2009;Producción;1738;Frutas Primaria;572;Aguacates;71931.0;toneladas
2010;Producción;1714;Cultivos Primarios;572;Aguacates;97378.0;toneladas
2010;Producción;1714;Cultivos Primarios;572;Aguacates;97378.0;toneladas
2010;Producción;1738;Frutas Primaria;572;Aguacates;97378.0;toneladas
2011;Producción;1714;Cultivos Primarios;572;Aguacates;83426.0;toneladas
2011;Producción;1714;Cultivos Primarios;572;Aguacates;83426.0;toneladas
2011;Producción;1738;Frutas Primaria;572;Aguacates;83426.0;toneladas
2012;Producción;1714;Cultivos Primarios;572;Aguacates;76337.0;toneladas
2012;Producción;1714;Cultivos Primarios;572;Aguacates;76337.0;toneladas
2012;Producción;1738;Frutas Primaria;572;Aguacates;76337.0;toneladas
2013;Producción;1714;Cultivos Primarios;572;Aguacates;69400.0;toneladas
2013;Producción;1714;Cultivos Primarios;572;Aguacates;69400.0;toneladas
2013;Producción;1738;Frutas Primaria;572;Aguacates;69400.0;toneladas
2014;Producción;1714;Cultivos Primarios;572;Aguacates;77401.0;toneladas
2014;Producción;1714;Cultivos Primarios;572;Aguacates;77401.0;toneladas
2014;Producción;1738;Frutas Primaria;572;Aguacates;77401.0;toneladas
2015;Producción;1714;Cultivos Primarios;572;Aguacates;86636.0;toneladas
2015;Producción;1714;Cultivos Primarios;572;Aguacates;86636.0;toneladas
2015;Producción;1738;Frutas Primaria;572;Aguacates;86636.0;toneladas
2016;Producción;1714;Cultivos Primarios;572;Aguacates;91509.0;toneladas
2016;Producción;1714;Cultivos Primarios;572;Aguacates;91509.0;toneladas
2016;Producción;1738;Frutas Primaria;572;Aguacates;91509.0;toneladas
2017;Producción;1714;Cultivos Primarios;572;Aguacates;92936.0;toneladas
2017;Producción;1714;Cultivos Primarios;572;Aguacates;92936.0;toneladas
2017;Producción;1738;Frutas Primaria;572;Aguacates;92936.0;toneladas
2018;Producción;1714;Cultivos Primarios;572;Aguacates;89590.0;toneladas
2018;Producción;1714;Cultivos Primarios;572;Aguacates;89590.0;toneladas
2018;Producción;1738;Frutas Primaria;572;Aguacates;89590.0;toneladas
2000;Producción;1714;Cultivos Primarios;406;Ajo;162833.0;toneladas
2000;Producción;1714;Cultivos Primarios;406;Ajo;162833.0;toneladas
2000;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;162833.0;toneladas
2001;Producción;1714;Cultivos Primarios;406;Ajo;183016.0;toneladas
2001;Producción;1714;Cultivos Primarios;406;Ajo;183016.0;toneladas
2001;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;183016.0;toneladas
2002;Producción;1714;Cultivos Primarios;406;Ajo;195178.0;toneladas
2002;Producción;1714;Cultivos Primarios;406;Ajo;195178.0;toneladas
2002;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;195178.0;toneladas
2003;Producción;1714;Cultivos Primarios;406;Ajo;170161.0;toneladas
2003;Producción;1714;Cultivos Primarios;406;Ajo;170161.0;toneladas
2003;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;170161.0;toneladas
2004;Producción;1714;Cultivos Primarios;406;Ajo;165425.0;toneladas
2004;Producción;1714;Cultivos Primarios;406;Ajo;165425.0;toneladas
2004;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;165425.0;toneladas
2005;Producción;1714;Cultivos Primarios;406;Ajo;136400.0;toneladas
2005;Producción;1714;Cultivos Primarios;406;Ajo;136400.0;toneladas
2005;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;136400.0;toneladas
2006;Producción;1714;Cultivos Primarios;406;Ajo;145372.0;toneladas
2006;Producción;1714;Cultivos Primarios;406;Ajo;145372.0;toneladas
2006;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;145372.0;toneladas
2007;Producción;1714;Cultivos Primarios;406;Ajo;151674.0;toneladas
2007;Producción;1714;Cultivos Primarios;406;Ajo;151674.0;toneladas
2007;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;151674.0;toneladas
2008;Producción;1714;Cultivos Primarios;406;Ajo;133610.0;toneladas
2008;Producción;1714;Cultivos Primarios;406;Ajo;133610.0;toneladas
2008;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;133610.0;toneladas
2009;Producción;1714;Cultivos Primarios;406;Ajo;154587.0;toneladas
2009;Producción;1714;Cultivos Primarios;406;Ajo;154587.0;toneladas
2009;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;154587.0;toneladas
2010;Producción;1714;Cultivos Primarios;406;Ajo;136561.0;toneladas
2010;Producción;1714;Cultivos Primarios;406;Ajo;136561.0;toneladas
2010;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;136561.0;toneladas
2011;Producción;1714;Cultivos Primarios;406;Ajo;140762.0;toneladas
2011;Producción;1714;Cultivos Primarios;406;Ajo;140762.0;toneladas
2011;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;140762.0;toneladas
2012;Producción;1714;Cultivos Primarios;406;Ajo;154363.0;toneladas
2012;Producción;1714;Cultivos Primarios;406;Ajo;154363.0;toneladas
2012;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;154363.0;toneladas
2013;Producción;1714;Cultivos Primarios;406;Ajo;173600.0;toneladas
2013;Producción;1714;Cultivos Primarios;406;Ajo;173600.0;toneladas
2013;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;173600.0;toneladas
2014;Producción;1714;Cultivos Primarios;406;Ajo;177420.0;toneladas
2014;Producción;1714;Cultivos Primarios;406;Ajo;177420.0;toneladas
2014;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;177420.0;toneladas
2015;Producción;1714;Cultivos Primarios;406;Ajo;178416.0;toneladas
2015;Producción;1714;Cultivos Primarios;406;Ajo;178416.0;toneladas
2015;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;178416.0;toneladas
2016;Producción;1714;Cultivos Primarios;406;Ajo;209795.0;toneladas
2016;Producción;1714;Cultivos Primarios;406;Ajo;209795.0;toneladas
2016;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;209795.0;toneladas
2017;Producción;1714;Cultivos Primarios;406;Ajo;274712.0;toneladas
2017;Producción;1714;Cultivos Primarios;406;Ajo;274712.0;toneladas
2017;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;274712.0;toneladas
2018;Producción;1714;Cultivos Primarios;406;Ajo;273480.0;toneladas
2018;Producción;1714;Cultivos Primarios;406;Ajo;273480.0;toneladas
2018;Producción;1735;Hortaliz Prim Exc Melon;406;Ajo;273480.0;toneladas
2000;Producción;1714;Cultivos Primarios;526;Albaricoques;142498.0;toneladas
2000;Producción;1714;Cultivos Primarios;526;Albaricoques;142498.0;toneladas
2000;Producción;1738;Frutas Primaria;526;Albaricoques;142498.0;toneladas
2001;Producción;1714;Cultivos Primarios;526;Albaricoques;134767.0;toneladas
2001;Producción;1714;Cultivos Primarios;526;Albaricoques;134767.0;toneladas
2001;Producción;1738;Frutas Primaria;526;Albaricoques;134767.0;toneladas
2002;Producción;1714;Cultivos Primarios;526;Albaricoques;127549.0;toneladas
2002;Producción;1714;Cultivos Primarios;526;Albaricoques;127549.0;toneladas
2002;Producción;1738;Frutas Primaria;526;Albaricoques;127549.0;toneladas
2003;Producción;1714;Cultivos Primarios;526;Albaricoques;143840.0;toneladas
2003;Producción;1714;Cultivos Primarios;526;Albaricoques;143840.0;toneladas
2003;Producción;1738;Frutas Primaria;526;Albaricoques;143840.0;toneladas
2004;Producción;1714;Cultivos Primarios;526;Albaricoques;121486.0;toneladas
2004;Producción;1714;Cultivos Primarios;526;Albaricoques;121486.0;toneladas
2004;Producción;1738;Frutas Primaria;526;Albaricoques;121486.0;toneladas
2005;Producción;1714;Cultivos Primarios;526;Albaricoques;137167.0;toneladas
2005;Producción;1714;Cultivos Primarios;526;Albaricoques;137167.0;toneladas
2005;Producción;1738;Frutas Primaria;526;Albaricoques;137167.0;toneladas
2006;Producción;1714;Cultivos Primarios;526;Albaricoques;156872.0;toneladas
2006;Producción;1714;Cultivos Primarios;526;Albaricoques;156872.0;toneladas
2006;Producción;1738;Frutas Primaria;526;Albaricoques;156872.0;toneladas
2007;Producción;1714;Cultivos Primarios;526;Albaricoques;89023.0;toneladas
2007;Producción;1714;Cultivos Primarios;526;Albaricoques;89023.0;toneladas
2007;Producción;1738;Frutas Primaria;526;Albaricoques;89023.0;toneladas
2008;Producción;1714;Cultivos Primarios;526;Albaricoques;109108.0;toneladas
2008;Producción;1714;Cultivos Primarios;526;Albaricoques;109108.0;toneladas
2008;Producción;1738;Frutas Primaria;526;Albaricoques;109108.0;toneladas
2009;Producción;1714;Cultivos Primarios;526;Albaricoques;95221.0;toneladas
2009;Producción;1714;Cultivos Primarios;526;Albaricoques;95221.0;toneladas
2009;Producción;1738;Frutas Primaria;526;Albaricoques;95221.0;toneladas
2010;Producción;1714;Cultivos Primarios;526;Albaricoques;78715.0;toneladas
2010;Producción;1714;Cultivos Primarios;526;Albaricoques;78715.0;toneladas
2010;Producción;1738;Frutas Primaria;526;Albaricoques;78715.0;toneladas
2011;Producción;1714;Cultivos Primarios;526;Albaricoques;86880.0;toneladas
2011;Producción;1714;Cultivos Primarios;526;Albaricoques;86880.0;toneladas
2011;Producción;1738;Frutas Primaria;526;Albaricoques;86880.0;toneladas
2012;Producción;1714;Cultivos Primarios;526;Albaricoques;118114.0;toneladas
2012;Producción;1714;Cultivos Primarios;526;Albaricoques;118114.0;toneladas
2012;Producción;1738;Frutas Primaria;526;Albaricoques;118114.0;toneladas
2013;Producción;1714;Cultivos Primarios;526;Albaricoques;131800.0;toneladas
2013;Producción;1714;Cultivos Primarios;526;Albaricoques;131800.0;toneladas
2013;Producción;1738;Frutas Primaria;526;Albaricoques;131800.0;toneladas
2014;Producción;1714;Cultivos Primarios;526;Albaricoques;136446.0;toneladas
2014;Producción;1714;Cultivos Primarios;526;Albaricoques;136446.0;toneladas
2014;Producción;1738;Frutas Primaria;526;Albaricoques;136446.0;toneladas
2015;Producción;1714;Cultivos Primarios;526;Albaricoques;153667.0;toneladas
2015;Producción;1714;Cultivos Primarios;526;Albaricoques;153667.0;toneladas
2015;Producción;1738;Frutas Primaria;526;Albaricoques;153667.0;toneladas
2016;Producción;1714;Cultivos Primarios;526;Albaricoques;139605.0;toneladas
2016;Producción;1714;Cultivos Primarios;526;Albaricoques;139605.0;toneladas
2016;Producción;1738;Frutas Primaria;526;Albaricoques;139605.0;toneladas
2017;Producción;1714;Cultivos Primarios;526;Albaricoques;162872.0;toneladas
2017;Producción;1714;Cultivos Primarios;526;Albaricoques;162872.0;toneladas
2017;Producción;1738;Frutas Primaria;526;Albaricoques;162872.0;toneladas
2018;Producción;1714;Cultivos Primarios;526;Albaricoques;176290.0;toneladas
2018;Producción;1714;Cultivos Primarios;526;Albaricoques;176290.0;toneladas
2018;Producción;1738;Frutas Primaria;526;Albaricoques;176290.0;toneladas
2000;Producción;1714;Cultivos Primarios;366;Alcachofas;290189.0;toneladas
2000;Producción;1714;Cultivos Primarios;366;Alcachofas;290189.0;toneladas
2000;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;290189.0;toneladas
2001;Producción;1714;Cultivos Primarios;366;Alcachofas;277377.0;toneladas
2001;Producción;1714;Cultivos Primarios;366;Alcachofas;277377.0;toneladas
2001;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;277377.0;toneladas
2002;Producción;1714;Cultivos Primarios;366;Alcachofas;289417.0;toneladas
2002;Producción;1714;Cultivos Primarios;366;Alcachofas;289417.0;toneladas
2002;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;289417.0;toneladas
2003;Producción;1714;Cultivos Primarios;366;Alcachofas;306484.0;toneladas
2003;Producción;1714;Cultivos Primarios;366;Alcachofas;306484.0;toneladas
2003;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;306484.0;toneladas
2004;Producción;1714;Cultivos Primarios;366;Alcachofas;300216.0;toneladas
2004;Producción;1714;Cultivos Primarios;366;Alcachofas;300216.0;toneladas
2004;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;300216.0;toneladas
2005;Producción;1714;Cultivos Primarios;366;Alcachofas;200135.0;toneladas
2005;Producción;1714;Cultivos Primarios;366;Alcachofas;200135.0;toneladas
2005;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;200135.0;toneladas
2006;Producción;1714;Cultivos Primarios;366;Alcachofas;228219.0;toneladas
2006;Producción;1714;Cultivos Primarios;366;Alcachofas;228219.0;toneladas
2006;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;228219.0;toneladas
2007;Producción;1714;Cultivos Primarios;366;Alcachofas;226281.0;toneladas
2007;Producción;1714;Cultivos Primarios;366;Alcachofas;226281.0;toneladas
2007;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;226281.0;toneladas
2008;Producción;1714;Cultivos Primarios;366;Alcachofas;203301.0;toneladas
2008;Producción;1714;Cultivos Primarios;366;Alcachofas;203301.0;toneladas
2008;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;203301.0;toneladas
2009;Producción;1714;Cultivos Primarios;366;Alcachofas;194099.0;toneladas
2009;Producción;1714;Cultivos Primarios;366;Alcachofas;194099.0;toneladas
2009;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;194099.0;toneladas
2010;Producción;1714;Cultivos Primarios;366;Alcachofas;166662.0;toneladas
2010;Producción;1714;Cultivos Primarios;366;Alcachofas;166662.0;toneladas
2010;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;166662.0;toneladas
2011;Producción;1714;Cultivos Primarios;366;Alcachofas;182120.0;toneladas
2011;Producción;1714;Cultivos Primarios;366;Alcachofas;182120.0;toneladas
2011;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;182120.0;toneladas
2012;Producción;1714;Cultivos Primarios;366;Alcachofas;195342.0;toneladas
2012;Producción;1714;Cultivos Primarios;366;Alcachofas;195342.0;toneladas
2012;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;195342.0;toneladas
2013;Producción;1714;Cultivos Primarios;366;Alcachofas;199900.0;toneladas
2013;Producción;1714;Cultivos Primarios;366;Alcachofas;199900.0;toneladas
2013;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;199900.0;toneladas
2014;Producción;1714;Cultivos Primarios;366;Alcachofas;234091.0;toneladas
2014;Producción;1714;Cultivos Primarios;366;Alcachofas;234091.0;toneladas
2014;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;234091.0;toneladas
2015;Producción;1714;Cultivos Primarios;366;Alcachofas;204111.0;toneladas
2015;Producción;1714;Cultivos Primarios;366;Alcachofas;204111.0;toneladas
2015;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;204111.0;toneladas
2016;Producción;1714;Cultivos Primarios;366;Alcachofas;225619.0;toneladas
2016;Producción;1714;Cultivos Primarios;366;Alcachofas;225619.0;toneladas
2016;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;225619.0;toneladas
2017;Producción;1714;Cultivos Primarios;366;Alcachofas;223150.0;toneladas
2017;Producción;1714;Cultivos Primarios;366;Alcachofas;223150.0;toneladas
2017;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;223150.0;toneladas
2018;Producción;1714;Cultivos Primarios;366;Alcachofas;208460.0;toneladas
2018;Producción;1714;Cultivos Primarios;366;Alcachofas;208460.0;toneladas
2018;Producción;1735;Hortaliz Prim Exc Melon;366;Alcachofas;208460.0;toneladas
2000;Producción;1714;Cultivos Primarios;461;Algarrobas;81.0;toneladas
2000;Producción;1714;Cultivos Primarios;461;Algarrobas;81.0;toneladas
2000;Producción;1738;Frutas Primaria;461;Algarrobas;81.0;toneladas
2001;Producción;1714;Cultivos Primarios;461;Algarrobas;82.0;toneladas
2001;Producción;1714;Cultivos Primarios;461;Algarrobas;82.0;toneladas
2001;Producción;1738;Frutas Primaria;461;Algarrobas;82.0;toneladas
2002;Producción;1714;Cultivos Primarios;461;Algarrobas;82.0;toneladas
2002;Producción;1714;Cultivos Primarios;461;Algarrobas;82.0;toneladas
2002;Producción;1738;Frutas Primaria;461;Algarrobas;82.0;toneladas
2003;Producción;1714;Cultivos Primarios;461;Algarrobas;82.0;toneladas
2003;Producción;1714;Cultivos Primarios;461;Algarrobas;82.0;toneladas
2003;Producción;1738;Frutas Primaria;461;Algarrobas;82.0;toneladas
2004;Producción;1714;Cultivos Primarios;461;Algarrobas;82.0;toneladas
2004;Producción;1714;Cultivos Primarios;461;Algarrobas;82.0;toneladas
2004;Producción;1738;Frutas Primaria;461;Algarrobas;82.0;toneladas
2005;Producción;1714;Cultivos Primarios;461;Algarrobas;82.0;toneladas
2005;Producción;1714;Cultivos Primarios;461;Algarrobas;82.0;toneladas
2005;Producción;1738;Frutas Primaria;461;Algarrobas;82.0;toneladas
2006;Producción;1714;Cultivos Primarios;461;Algarrobas;83.0;toneladas
2006;Producción;1714;Cultivos Primarios;461;Algarrobas;83.0;toneladas
2006;Producción;1738;Frutas Primaria;461;Algarrobas;83.0;toneladas
2007;Producción;1714;Cultivos Primarios;461;Algarrobas;83.0;toneladas
2007;Producción;1714;Cultivos Primarios;461;Algarrobas;83.0;toneladas
2007;Producción;1738;Frutas Primaria;461;Algarrobas;83.0;toneladas
2008;Producción;1714;Cultivos Primarios;461;Algarrobas;66.0;toneladas
2008;Producción;1714;Cultivos Primarios;461;Algarrobas;66.0;toneladas
2008;Producción;1738;Frutas Primaria;461;Algarrobas;66.0;toneladas
2009;Producción;1714;Cultivos Primarios;461;Algarrobas;190.0;toneladas
2009;Producción;1714;Cultivos Primarios;461;Algarrobas;190.0;toneladas
2009;Producción;1738;Frutas Primaria;461;Algarrobas;190.0;toneladas
2010;Producción;1714;Cultivos Primarios;461;Algarrobas;113.0;toneladas
2010;Producción;1714;Cultivos Primarios;461;Algarrobas;113.0;toneladas
2010;Producción;1738;Frutas Primaria;461;Algarrobas;113.0;toneladas
2011;Producción;1714;Cultivos Primarios;461;Algarrobas;93.0;toneladas
2011;Producción;1714;Cultivos Primarios;461;Algarrobas;93.0;toneladas
2011;Producción;1738;Frutas Primaria;461;Algarrobas;93.0;toneladas
2012;Producción;1714;Cultivos Primarios;461;Algarrobas;792.0;toneladas
2012;Producción;1714;Cultivos Primarios;461;Algarrobas;792.0;toneladas
2012;Producción;1738;Frutas Primaria;461;Algarrobas;792.0;toneladas
2013;Producción;1714;Cultivos Primarios;461;Algarrobas;734.0;toneladas
2013;Producción;1714;Cultivos Primarios;461;Algarrobas;734.0;toneladas
2013;Producción;1738;Frutas Primaria;461;Algarrobas;734.0;toneladas
2014;Producción;1714;Cultivos Primarios;461;Algarrobas;887.0;toneladas
2014;Producción;1714;Cultivos Primarios;461;Algarrobas;887.0;toneladas
2014;Producción;1738;Frutas Primaria;461;Algarrobas;887.0;toneladas
2015;Producción;1714;Cultivos Primarios;461;Algarrobas;1663.0;toneladas
2015;Producción;1714;Cultivos Primarios;461;Algarrobas;1663.0;toneladas
