Año;Elemento;Código Grupo de Productos;Grupo de Productos;Código Producto;Producto;Valor;Unidad
2009;Producción;1714;Cultivos Primarios;367;Esparragos;46324.0;toneladas
2009;Producción;1714;Cultivos Primarios;367;Esparragos;46324.0;toneladas
2009;Producción;1735;Hortaliz Prim Exc Melon;367;Esparragos;46324.0;toneladas
2010;Producción;1714;Cultivos Primarios;367;Esparragos;50362.0;toneladas
2010;Producción;1714;Cultivos Primarios;367;Esparragos;50362.0;toneladas
2010;Producción;1735;Hortaliz Prim Exc Melon;367;Esparragos;50362.0;toneladas
2011;Producción;1714;Cultivos Primarios;367;Esparragos;58496.0;toneladas
2011;Producción;1714;Cultivos Primarios;367;Esparragos;58496.0;toneladas
2011;Producción;1735;Hortaliz Prim Exc Melon;367;Esparragos;58496.0;toneladas
2012;Producción;1714;Cultivos Primarios;367;Esparragos;50212.0;toneladas
2012;Producción;1714;Cultivos Primarios;367;Esparragos;50212.0;toneladas
2012;Producción;1735;Hortaliz Prim Exc Melon;367;Esparragos;50212.0;toneladas
2013;Producción;1714;Cultivos Primarios;367;Esparragos;48700.0;toneladas
2013;Producción;1714;Cultivos Primarios;367;Esparragos;48700.0;toneladas
2013;Producción;1735;Hortaliz Prim Exc Melon;367;Esparragos;48700.0;toneladas
2014;Producción;1714;Cultivos Primarios;367;Esparragos;48814.0;toneladas
2014;Producción;1714;Cultivos Primarios;367;Esparragos;48814.0;toneladas
2014;Producción;1735;Hortaliz Prim Exc Melon;367;Esparragos;48814.0;toneladas
2015;Producción;1714;Cultivos Primarios;367;Esparragos;58771.0;toneladas
2015;Producción;1714;Cultivos Primarios;367;Esparragos;58771.0;toneladas
2015;Producción;1735;Hortaliz Prim Exc Melon;367;Esparragos;58771.0;toneladas
2016;Producción;1714;Cultivos Primarios;367;Esparragos;59869.0;toneladas
2016;Producción;1714;Cultivos Primarios;367;Esparragos;59869.0;toneladas
2016;Producción;1735;Hortaliz Prim Exc Melon;367;Esparragos;59869.0;toneladas
2017;Producción;1714;Cultivos Primarios;367;Esparragos;63433.0;toneladas
2017;Producción;1714;Cultivos Primarios;367;Esparragos;63433.0;toneladas
2017;Producción;1735;Hortaliz Prim Exc Melon;367;Esparragos;63433.0;toneladas
2018;Producción;1714;Cultivos Primarios;367;Esparragos;68400.0;toneladas
2018;Producción;1714;Cultivos Primarios;367;Esparragos;68400.0;toneladas
2018;Producción;1735;Hortaliz Prim Exc Melon;367;Esparragos;68400.0;toneladas
2000;Producción;1714;Cultivos Primarios;723;Especias nep;2422.0;toneladas
2000;Producción;1714;Cultivos Primarios;723;Especias nep;2422.0;toneladas
2001;Producción;1714;Cultivos Primarios;723;Especias nep;2500.0;toneladas
2001;Producción;1714;Cultivos Primarios;723;Especias nep;2500.0;toneladas
2002;Producción;1714;Cultivos Primarios;723;Especias nep;2600.0;toneladas
2002;Producción;1714;Cultivos Primarios;723;Especias nep;2600.0;toneladas
2003;Producción;1714;Cultivos Primarios;723;Especias nep;2651.0;toneladas
2003;Producción;1714;Cultivos Primarios;723;Especias nep;2651.0;toneladas
2004;Producción;1714;Cultivos Primarios;723;Especias nep;2707.0;toneladas
2004;Producción;1714;Cultivos Primarios;723;Especias nep;2707.0;toneladas
2005;Producción;1714;Cultivos Primarios;723;Especias nep;2769.0;toneladas
2005;Producción;1714;Cultivos Primarios;723;Especias nep;2769.0;toneladas
2006;Producción;1714;Cultivos Primarios;723;Especias nep;2800.0;toneladas
2006;Producción;1714;Cultivos Primarios;723;Especias nep;2800.0;toneladas
2007;Producción;1714;Cultivos Primarios;723;Especias nep;3000.0;toneladas
2007;Producción;1714;Cultivos Primarios;723;Especias nep;3000.0;toneladas
2008;Producción;1714;Cultivos Primarios;723;Especias nep;3230.0;toneladas
2008;Producción;1714;Cultivos Primarios;723;Especias nep;3230.0;toneladas
2009;Producción;1714;Cultivos Primarios;723;Especias nep;3500.0;toneladas
2009;Producción;1714;Cultivos Primarios;723;Especias nep;3500.0;toneladas
2010;Producción;1714;Cultivos Primarios;723;Especias nep;3700.0;toneladas
2010;Producción;1714;Cultivos Primarios;723;Especias nep;3700.0;toneladas
2011;Producción;1714;Cultivos Primarios;723;Especias nep;3805.0;toneladas
2011;Producción;1714;Cultivos Primarios;723;Especias nep;3805.0;toneladas
2012;Producción;1714;Cultivos Primarios;723;Especias nep;4000.0;toneladas
2012;Producción;1714;Cultivos Primarios;723;Especias nep;4000.0;toneladas
2013;Producción;1714;Cultivos Primarios;723;Especias nep;4000.0;toneladas
2013;Producción;1714;Cultivos Primarios;723;Especias nep;4000.0;toneladas
2014;Producción;1714;Cultivos Primarios;723;Especias nep;4000.0;toneladas
2014;Producción;1714;Cultivos Primarios;723;Especias nep;4000.0;toneladas
2015;Producción;1714;Cultivos Primarios;723;Especias nep;4054.0;toneladas
2015;Producción;1714;Cultivos Primarios;723;Especias nep;4054.0;toneladas
2016;Producción;1714;Cultivos Primarios;723;Especias nep;4243.0;toneladas
2016;Producción;1714;Cultivos Primarios;723;Especias nep;4243.0;toneladas
2017;Producción;1714;Cultivos Primarios;723;Especias nep;4343.0;toneladas
2017;Producción;1714;Cultivos Primarios;723;Especias nep;4343.0;toneladas
2000;Producción;1714;Cultivos Primarios;373;Espinacas;61638.0;toneladas
2000;Producción;1714;Cultivos Primarios;373;Espinacas;61638.0;toneladas
2000;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;61638.0;toneladas
2001;Producción;1714;Cultivos Primarios;373;Espinacas;48017.0;toneladas
2001;Producción;1714;Cultivos Primarios;373;Espinacas;48017.0;toneladas
2001;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;48017.0;toneladas
2002;Producción;1714;Cultivos Primarios;373;Espinacas;55931.0;toneladas
2002;Producción;1714;Cultivos Primarios;373;Espinacas;55931.0;toneladas
2002;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;55931.0;toneladas
2003;Producción;1714;Cultivos Primarios;373;Espinacas;55054.0;toneladas
2003;Producción;1714;Cultivos Primarios;373;Espinacas;55054.0;toneladas
2003;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;55054.0;toneladas
2004;Producción;1714;Cultivos Primarios;373;Espinacas;53723.0;toneladas
2004;Producción;1714;Cultivos Primarios;373;Espinacas;53723.0;toneladas
2004;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;53723.0;toneladas
2005;Producción;1714;Cultivos Primarios;373;Espinacas;62262.0;toneladas
2005;Producción;1714;Cultivos Primarios;373;Espinacas;62262.0;toneladas
2005;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;62262.0;toneladas
2006;Producción;1714;Cultivos Primarios;373;Espinacas;65030.0;toneladas
2006;Producción;1714;Cultivos Primarios;373;Espinacas;65030.0;toneladas
2006;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;65030.0;toneladas
2007;Producción;1714;Cultivos Primarios;373;Espinacas;67167.0;toneladas
2007;Producción;1714;Cultivos Primarios;373;Espinacas;67167.0;toneladas
2007;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;67167.0;toneladas
2008;Producción;1714;Cultivos Primarios;373;Espinacas;59476.0;toneladas
2008;Producción;1714;Cultivos Primarios;373;Espinacas;59476.0;toneladas
2008;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;59476.0;toneladas
2009;Producción;1714;Cultivos Primarios;373;Espinacas;47983.0;toneladas
2009;Producción;1714;Cultivos Primarios;373;Espinacas;47983.0;toneladas
2009;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;47983.0;toneladas
2010;Producción;1714;Cultivos Primarios;373;Espinacas;59403.0;toneladas
2010;Producción;1714;Cultivos Primarios;373;Espinacas;59403.0;toneladas
2010;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;59403.0;toneladas
2011;Producción;1714;Cultivos Primarios;373;Espinacas;70571.0;toneladas
2011;Producción;1714;Cultivos Primarios;373;Espinacas;70571.0;toneladas
2011;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;70571.0;toneladas
2012;Producción;1714;Cultivos Primarios;373;Espinacas;61814.0;toneladas
2012;Producción;1714;Cultivos Primarios;373;Espinacas;61814.0;toneladas
2012;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;61814.0;toneladas
2013;Producción;1714;Cultivos Primarios;373;Espinacas;56700.0;toneladas
2013;Producción;1714;Cultivos Primarios;373;Espinacas;56700.0;toneladas
2013;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;56700.0;toneladas
2014;Producción;1714;Cultivos Primarios;373;Espinacas;60800.0;toneladas
2014;Producción;1714;Cultivos Primarios;373;Espinacas;60800.0;toneladas
2014;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;60800.0;toneladas
2015;Producción;1714;Cultivos Primarios;373;Espinacas;66989.0;toneladas
2015;Producción;1714;Cultivos Primarios;373;Espinacas;66989.0;toneladas
2015;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;66989.0;toneladas
2016;Producción;1714;Cultivos Primarios;373;Espinacas;86990.0;toneladas
2016;Producción;1714;Cultivos Primarios;373;Espinacas;86990.0;toneladas
2016;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;86990.0;toneladas
2017;Producción;1714;Cultivos Primarios;373;Espinacas;78802.0;toneladas
2017;Producción;1714;Cultivos Primarios;373;Espinacas;78802.0;toneladas
2017;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;78802.0;toneladas
2018;Producción;1714;Cultivos Primarios;373;Espinacas;81530.0;toneladas
2018;Producción;1714;Cultivos Primarios;373;Espinacas;81530.0;toneladas
2018;Producción;1735;Hortaliz Prim Exc Melon;373;Espinacas;81530.0;toneladas
2000;Producción;1714;Cultivos Primarios;547;Frambuesas;2500.0;toneladas
2000;Producción;1714;Cultivos Primarios;547;Frambuesas;2500.0;toneladas
2000;Producción;1738;Frutas Primaria;547;Frambuesas;2500.0;toneladas
2001;Producción;1714;Cultivos Primarios;547;Frambuesas;3200.0;toneladas
2001;Producción;1714;Cultivos Primarios;547;Frambuesas;3200.0;toneladas
2001;Producción;1738;Frutas Primaria;547;Frambuesas;3200.0;toneladas
2002;Producción;1714;Cultivos Primarios;547;Frambuesas;4500.0;toneladas
2002;Producción;1714;Cultivos Primarios;547;Frambuesas;4500.0;toneladas
2002;Producción;1738;Frutas Primaria;547;Frambuesas;4500.0;toneladas
2003;Producción;1714;Cultivos Primarios;547;Frambuesas;5017.0;toneladas
2003;Producción;1714;Cultivos Primarios;547;Frambuesas;5017.0;toneladas
2003;Producción;1738;Frutas Primaria;547;Frambuesas;5017.0;toneladas
2004;Producción;1714;Cultivos Primarios;547;Frambuesas;6000.0;toneladas
2004;Producción;1714;Cultivos Primarios;547;Frambuesas;6000.0;toneladas
2004;Producción;1738;Frutas Primaria;547;Frambuesas;6000.0;toneladas
2005;Producción;1714;Cultivos Primarios;547;Frambuesas;7000.0;toneladas
2005;Producción;1714;Cultivos Primarios;547;Frambuesas;7000.0;toneladas
2005;Producción;1738;Frutas Primaria;547;Frambuesas;7000.0;toneladas
2006;Producción;1714;Cultivos Primarios;547;Frambuesas;7500.0;toneladas
2006;Producción;1714;Cultivos Primarios;547;Frambuesas;7500.0;toneladas
2006;Producción;1738;Frutas Primaria;547;Frambuesas;7500.0;toneladas
2007;Producción;1714;Cultivos Primarios;547;Frambuesas;10000.0;toneladas
2007;Producción;1714;Cultivos Primarios;547;Frambuesas;10000.0;toneladas
2007;Producción;1738;Frutas Primaria;547;Frambuesas;10000.0;toneladas
2008;Producción;1714;Cultivos Primarios;547;Frambuesas;12000.0;toneladas
2008;Producción;1714;Cultivos Primarios;547;Frambuesas;12000.0;toneladas
2008;Producción;1738;Frutas Primaria;547;Frambuesas;12000.0;toneladas
2009;Producción;1714;Cultivos Primarios;547;Frambuesas;12000.0;toneladas
2009;Producción;1714;Cultivos Primarios;547;Frambuesas;12000.0;toneladas
2009;Producción;1738;Frutas Primaria;547;Frambuesas;12000.0;toneladas
2010;Producción;1714;Cultivos Primarios;547;Frambuesas;9226.0;toneladas
2010;Producción;1714;Cultivos Primarios;547;Frambuesas;9226.0;toneladas
2010;Producción;1738;Frutas Primaria;547;Frambuesas;9226.0;toneladas
2011;Producción;1714;Cultivos Primarios;547;Frambuesas;9552.0;toneladas
2011;Producción;1714;Cultivos Primarios;547;Frambuesas;9552.0;toneladas
2011;Producción;1738;Frutas Primaria;547;Frambuesas;9552.0;toneladas
2012;Producción;1714;Cultivos Primarios;547;Frambuesas;12931.0;toneladas
2012;Producción;1714;Cultivos Primarios;547;Frambuesas;12931.0;toneladas
2012;Producción;1738;Frutas Primaria;547;Frambuesas;12931.0;toneladas
2013;Producción;1714;Cultivos Primarios;547;Frambuesas;11700.0;toneladas
2013;Producción;1714;Cultivos Primarios;547;Frambuesas;11700.0;toneladas
2013;Producción;1738;Frutas Primaria;547;Frambuesas;11700.0;toneladas
2014;Producción;1714;Cultivos Primarios;547;Frambuesas;14307.0;toneladas
2014;Producción;1714;Cultivos Primarios;547;Frambuesas;14307.0;toneladas
2014;Producción;1738;Frutas Primaria;547;Frambuesas;14307.0;toneladas
2015;Producción;1714;Cultivos Primarios;547;Frambuesas;16724.0;toneladas
2015;Producción;1714;Cultivos Primarios;547;Frambuesas;16724.0;toneladas
2015;Producción;1738;Frutas Primaria;547;Frambuesas;16724.0;toneladas
2016;Producción;1714;Cultivos Primarios;547;Frambuesas;21983.0;toneladas
2016;Producción;1714;Cultivos Primarios;547;Frambuesas;21983.0;toneladas
2016;Producción;1738;Frutas Primaria;547;Frambuesas;21983.0;toneladas
2017;Producción;1714;Cultivos Primarios;547;Frambuesas;43529.0;toneladas
2017;Producción;1714;Cultivos Primarios;547;Frambuesas;43529.0;toneladas
2017;Producción;1738;Frutas Primaria;547;Frambuesas;43529.0;toneladas
2018;Producción;1714;Cultivos Primarios;547;Frambuesas;43710.0;toneladas
2018;Producción;1714;Cultivos Primarios;547;Frambuesas;43710.0;toneladas
2018;Producción;1738;Frutas Primaria;547;Frambuesas;43710.0;toneladas
2000;Producción;1714;Cultivos Primarios;544;Fresas;344865.0;toneladas
2000;Producción;1714;Cultivos Primarios;544;Fresas;344865.0;toneladas
2000;Producción;1738;Frutas Primaria;544;Fresas;344865.0;toneladas
2001;Producción;1714;Cultivos Primarios;544;Fresas;314079.0;toneladas
2001;Producción;1714;Cultivos Primarios;544;Fresas;314079.0;toneladas
2001;Producción;1738;Frutas Primaria;544;Fresas;314079.0;toneladas
2002;Producción;1714;Cultivos Primarios;544;Fresas;279441.0;toneladas
2002;Producción;1714;Cultivos Primarios;544;Fresas;279441.0;toneladas
2002;Producción;1738;Frutas Primaria;544;Fresas;279441.0;toneladas
2003;Producción;1714;Cultivos Primarios;544;Fresas;264237.0;toneladas
2003;Producción;1714;Cultivos Primarios;544;Fresas;264237.0;toneladas
2003;Producción;1738;Frutas Primaria;544;Fresas;264237.0;toneladas
2004;Producción;1714;Cultivos Primarios;544;Fresas;334892.0;toneladas
2004;Producción;1714;Cultivos Primarios;544;Fresas;334892.0;toneladas
2004;Producción;1738;Frutas Primaria;544;Fresas;334892.0;toneladas
2005;Producción;1714;Cultivos Primarios;544;Fresas;320853.0;toneladas
2005;Producción;1714;Cultivos Primarios;544;Fresas;320853.0;toneladas
2005;Producción;1738;Frutas Primaria;544;Fresas;320853.0;toneladas
2006;Producción;1714;Cultivos Primarios;544;Fresas;330485.0;toneladas
2006;Producción;1714;Cultivos Primarios;544;Fresas;330485.0;toneladas
2006;Producción;1738;Frutas Primaria;544;Fresas;330485.0;toneladas
2007;Producción;1714;Cultivos Primarios;544;Fresas;269139.0;toneladas
2007;Producción;1714;Cultivos Primarios;544;Fresas;269139.0;toneladas
2007;Producción;1738;Frutas Primaria;544;Fresas;269139.0;toneladas
2008;Producción;1714;Cultivos Primarios;544;Fresas;281240.0;toneladas
2008;Producción;1714;Cultivos Primarios;544;Fresas;281240.0;toneladas
2008;Producción;1738;Frutas Primaria;544;Fresas;281240.0;toneladas
2009;Producción;1714;Cultivos Primarios;544;Fresas;266772.0;toneladas
2009;Producción;1714;Cultivos Primarios;544;Fresas;266772.0;toneladas
2009;Producción;1738;Frutas Primaria;544;Fresas;266772.0;toneladas
2010;Producción;1714;Cultivos Primarios;544;Fresas;275355.0;toneladas
2010;Producción;1714;Cultivos Primarios;544;Fresas;275355.0;toneladas
2010;Producción;1738;Frutas Primaria;544;Fresas;275355.0;toneladas
2011;Producción;1714;Cultivos Primarios;544;Fresas;262730.0;toneladas
2011;Producción;1714;Cultivos Primarios;544;Fresas;262730.0;toneladas
2011;Producción;1738;Frutas Primaria;544;Fresas;262730.0;toneladas
2012;Producción;1714;Cultivos Primarios;544;Fresas;290843.0;toneladas
2012;Producción;1714;Cultivos Primarios;544;Fresas;290843.0;toneladas
2012;Producción;1738;Frutas Primaria;544;Fresas;290843.0;toneladas
2013;Producción;1714;Cultivos Primarios;544;Fresas;312500.0;toneladas
2013;Producción;1714;Cultivos Primarios;544;Fresas;312500.0;toneladas
2013;Producción;1738;Frutas Primaria;544;Fresas;312500.0;toneladas
2014;Producción;1714;Cultivos Primarios;544;Fresas;291870.0;toneladas
2014;Producción;1714;Cultivos Primarios;544;Fresas;291870.0;toneladas
2014;Producción;1738;Frutas Primaria;544;Fresas;291870.0;toneladas
2015;Producción;1714;Cultivos Primarios;544;Fresas;397369.0;toneladas
2015;Producción;1714;Cultivos Primarios;544;Fresas;397369.0;toneladas
2015;Producción;1738;Frutas Primaria;544;Fresas;397369.0;toneladas
2016;Producción;1714;Cultivos Primarios;544;Fresas;377596.0;toneladas
2016;Producción;1714;Cultivos Primarios;544;Fresas;377596.0;toneladas
2016;Producción;1738;Frutas Primaria;544;Fresas;377596.0;toneladas
2017;Producción;1714;Cultivos Primarios;544;Fresas;360416.0;toneladas
2017;Producción;1714;Cultivos Primarios;544;Fresas;360416.0;toneladas
2017;Producción;1738;Frutas Primaria;544;Fresas;360416.0;toneladas
2018;Producción;1714;Cultivos Primarios;544;Fresas;344680.0;toneladas
2018;Producción;1714;Cultivos Primarios;544;Fresas;344680.0;toneladas
2018;Producción;1738;Frutas Primaria;544;Fresas;344680.0;toneladas
2000;Producción;1714;Cultivos Primarios;176;Frijoles, secos;13279.0;toneladas
2000;Producción;1714;Cultivos Primarios;176;Frijoles, secos;13279.0;toneladas
2000;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;13279.0;toneladas
2001;Producción;1714;Cultivos Primarios;176;Frijoles, secos;15420.0;toneladas
2001;Producción;1714;Cultivos Primarios;176;Frijoles, secos;15420.0;toneladas
2001;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;15420.0;toneladas
2002;Producción;1714;Cultivos Primarios;176;Frijoles, secos;13106.0;toneladas
2002;Producción;1714;Cultivos Primarios;176;Frijoles, secos;13106.0;toneladas
2002;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;13106.0;toneladas
2003;Producción;1714;Cultivos Primarios;176;Frijoles, secos;14823.0;toneladas
2003;Producción;1714;Cultivos Primarios;176;Frijoles, secos;14823.0;toneladas
2003;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;14823.0;toneladas
2004;Producción;1714;Cultivos Primarios;176;Frijoles, secos;15888.0;toneladas
2004;Producción;1714;Cultivos Primarios;176;Frijoles, secos;15888.0;toneladas
2004;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;15888.0;toneladas
2005;Producción;1714;Cultivos Primarios;176;Frijoles, secos;14815.0;toneladas
2005;Producción;1714;Cultivos Primarios;176;Frijoles, secos;14815.0;toneladas
2005;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;14815.0;toneladas
2006;Producción;1714;Cultivos Primarios;176;Frijoles, secos;13983.0;toneladas
2006;Producción;1714;Cultivos Primarios;176;Frijoles, secos;13983.0;toneladas
2006;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;13983.0;toneladas
2007;Producción;1714;Cultivos Primarios;176;Frijoles, secos;11085.0;toneladas
2007;Producción;1714;Cultivos Primarios;176;Frijoles, secos;11085.0;toneladas
2007;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;11085.0;toneladas
2008;Producción;1714;Cultivos Primarios;176;Frijoles, secos;10400.0;toneladas
2008;Producción;1714;Cultivos Primarios;176;Frijoles, secos;10400.0;toneladas
2008;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;10400.0;toneladas
2009;Producción;1714;Cultivos Primarios;176;Frijoles, secos;13175.0;toneladas
2009;Producción;1714;Cultivos Primarios;176;Frijoles, secos;13175.0;toneladas
2009;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;13175.0;toneladas
2010;Producción;1714;Cultivos Primarios;176;Frijoles, secos;12226.0;toneladas
2010;Producción;1714;Cultivos Primarios;176;Frijoles, secos;12226.0;toneladas
2010;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;12226.0;toneladas
2011;Producción;1714;Cultivos Primarios;176;Frijoles, secos;11701.0;toneladas
2011;Producción;1714;Cultivos Primarios;176;Frijoles, secos;11701.0;toneladas
2011;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;11701.0;toneladas
2012;Producción;1714;Cultivos Primarios;176;Frijoles, secos;9971.0;toneladas
2012;Producción;1714;Cultivos Primarios;176;Frijoles, secos;9971.0;toneladas
2012;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;9971.0;toneladas
2013;Producción;1714;Cultivos Primarios;176;Frijoles, secos;10200.0;toneladas
2013;Producción;1714;Cultivos Primarios;176;Frijoles, secos;10200.0;toneladas
2013;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;10200.0;toneladas
2014;Producción;1714;Cultivos Primarios;176;Frijoles, secos;15500.0;toneladas
2014;Producción;1714;Cultivos Primarios;176;Frijoles, secos;15500.0;toneladas
2014;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;15500.0;toneladas
2015;Producción;1714;Cultivos Primarios;176;Frijoles, secos;17125.0;toneladas
2015;Producción;1714;Cultivos Primarios;176;Frijoles, secos;17125.0;toneladas
2015;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;17125.0;toneladas
2016;Producción;1714;Cultivos Primarios;176;Frijoles, secos;17761.0;toneladas
2016;Producción;1714;Cultivos Primarios;176;Frijoles, secos;17761.0;toneladas
2016;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;17761.0;toneladas
2017;Producción;1714;Cultivos Primarios;176;Frijoles, secos;19675.0;toneladas
2017;Producción;1714;Cultivos Primarios;176;Frijoles, secos;19675.0;toneladas
2017;Producción;1726;Legumbres Secas, total;176;Frijoles, secos;19675.0;toneladas
2000;Producción;1804;Cítricos, total;512;Fruta citrica nep;10660.0;toneladas
2000;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;10660.0;toneladas
2000;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;10660.0;toneladas
2000;Producción;1738;Frutas Primaria;512;Fruta citrica nep;10660.0;toneladas
2001;Producción;1804;Cítricos, total;512;Fruta citrica nep;9371.0;toneladas
2001;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;9371.0;toneladas
2001;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;9371.0;toneladas
2001;Producción;1738;Frutas Primaria;512;Fruta citrica nep;9371.0;toneladas
2002;Producción;1804;Cítricos, total;512;Fruta citrica nep;18200.0;toneladas
2002;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;18200.0;toneladas
2002;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;18200.0;toneladas
2002;Producción;1738;Frutas Primaria;512;Fruta citrica nep;18200.0;toneladas
2003;Producción;1804;Cítricos, total;512;Fruta citrica nep;10900.0;toneladas
2003;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;10900.0;toneladas
2003;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;10900.0;toneladas
2003;Producción;1738;Frutas Primaria;512;Fruta citrica nep;10900.0;toneladas
2004;Producción;1804;Cítricos, total;512;Fruta citrica nep;10000.0;toneladas
2004;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;10000.0;toneladas
2004;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;10000.0;toneladas
2004;Producción;1738;Frutas Primaria;512;Fruta citrica nep;10000.0;toneladas
2005;Producción;1804;Cítricos, total;512;Fruta citrica nep;13248.0;toneladas
2005;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;13248.0;toneladas
2005;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;13248.0;toneladas
2005;Producción;1738;Frutas Primaria;512;Fruta citrica nep;13248.0;toneladas
2006;Producción;1804;Cítricos, total;512;Fruta citrica nep;20917.0;toneladas
2006;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;20917.0;toneladas
2006;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;20917.0;toneladas
2006;Producción;1738;Frutas Primaria;512;Fruta citrica nep;20917.0;toneladas
2007;Producción;1804;Cítricos, total;512;Fruta citrica nep;12921.0;toneladas
2007;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;12921.0;toneladas
2007;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;12921.0;toneladas
2007;Producción;1738;Frutas Primaria;512;Fruta citrica nep;12921.0;toneladas
2008;Producción;1804;Cítricos, total;512;Fruta citrica nep;4816.0;toneladas
2008;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;4816.0;toneladas
2008;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;4816.0;toneladas
2008;Producción;1738;Frutas Primaria;512;Fruta citrica nep;4816.0;toneladas
2009;Producción;1804;Cítricos, total;512;Fruta citrica nep;23796.0;toneladas
2009;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;23796.0;toneladas
2009;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;23796.0;toneladas
2009;Producción;1738;Frutas Primaria;512;Fruta citrica nep;23796.0;toneladas
2010;Producción;1804;Cítricos, total;512;Fruta citrica nep;16007.0;toneladas
2010;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;16007.0;toneladas
2010;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;16007.0;toneladas
2010;Producción;1738;Frutas Primaria;512;Fruta citrica nep;16007.0;toneladas
2011;Producción;1804;Cítricos, total;512;Fruta citrica nep;15761.0;toneladas
2011;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;15761.0;toneladas
2011;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;15761.0;toneladas
2011;Producción;1738;Frutas Primaria;512;Fruta citrica nep;15761.0;toneladas
2012;Producción;1804;Cítricos, total;512;Fruta citrica nep;6091.0;toneladas
2012;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;6091.0;toneladas
2012;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;6091.0;toneladas
2012;Producción;1738;Frutas Primaria;512;Fruta citrica nep;6091.0;toneladas
2013;Producción;1804;Cítricos, total;512;Fruta citrica nep;6060.0;toneladas
2013;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;6060.0;toneladas
2013;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;6060.0;toneladas
2013;Producción;1738;Frutas Primaria;512;Fruta citrica nep;6060.0;toneladas
2014;Producción;1804;Cítricos, total;512;Fruta citrica nep;5500.0;toneladas
2014;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;5500.0;toneladas
2014;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;5500.0;toneladas
2014;Producción;1738;Frutas Primaria;512;Fruta citrica nep;5500.0;toneladas
2015;Producción;1804;Cítricos, total;512;Fruta citrica nep;5000.0;toneladas
2015;Producción;1714;Cultivos Primarios;512;Fruta citrica nep;5000.0;toneladas
